PMX Bone Weight
1.45567,15.20776,0.006610744,0.4292158,0.698394,0.57273,左腕,左肩,,,0.6999996,0.3000004,0,0,False,0,0,0,0,0,0,0,0,0
1.559909,15.23443,-0.1710624,0.5940728,0.7941203,0.1282591,左腕,左肩,,,0.7598633,0.2401367,0,0,False,0,0,0,0,0,0,0,0,0
1.532115,15.1624,0.002888843,0.4982421,0.6497569,0.5740825,左腕,左肩,,,0.7899992,0.2100008,0,0,False,0,0,0,0,0,0,0,0,0
1.47376,15.28473,-0.1759578,0.4716594,0.8721539,0.1299423,左腕,左肩,,,0.6397269,0.3602731,0,0,False,0,0,0,0,0,0,0,0,0
1.637621,15.16715,-0.166167,0.6963218,0.7093611,0.1092834,左腕,左肩,,,0.8799996,0.1200004,0,0,False,0,0,0,0,0,0,0,0,0
1.73068,14.97104,-0.00435321,0.5949761,0.5691538,0.5675099,左腕,左腕捩1,,,0.77,0.23,0,0,False,0,0,0,0,0,0,0,0,0
1.60141,15.10233,-0.0008330569,0.5579206,0.5969644,0.5765051,左腕,左肩,,,0.879999,0.120001,0,0,False,0,0,0,0,0,0,0,0,0
1.766145,15.02565,-0.1494528,0.7451928,0.6601451,0.09431856,左腕,左腕捩1,,,0.76,0.24,0,0,False,0,0,0,0,0,0,0,0,0
1.536238,14.98565,0.1267246,0.4355259,0.3966024,0.8080989,左腕,左肩,,,0.8799995,0.1200005,0,0,False,0,0,0,0,0,0,0,0,0
1.663216,14.86715,0.1083705,0.4358823,0.3905837,0.8108336,左腕,左腕捩1,,,0.76,0.24,0,0,False,0,0,0,0,0,0,0,0,0
1.472486,15.04148,0.1369435,0.4067929,0.4361313,0.8026887,左腕,左肩,,,0.7899997,0.2100003,0,0,False,0,0,0,0,0,0,0,0,0
1.40184,15.08251,0.1471623,0.3608412,0.4695981,0.8057737,左腕,左肩,,,0.7,0.3,0,0,False,0,0,0,0,0,0,0,0,0
1.959259,14.21802,-0.4981754,-0.1513349,-0.21415,-0.9650066,左腕捩1,左腕捩2,,,0.59,0.41,0,0,False,0,0,0,0,0,0,0,0,0
1.936462,14.39501,-0.5097196,0.06412692,0.07939363,-0.9947786,左腕捩1,左腕捩2,,,0.81,0.19,0,0,False,0,0,0,0,0,0,0,0,0
1.863927,14.28332,-0.498785,-0.1303978,-0.2159885,-0.9676494,左腕捩1,左腕捩2,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
2.032092,14.33017,-0.5104661,0.04041908,0.08777083,-0.9953203,左腕捩1,左腕捩2,,,0.59,0.41,0,0,False,0,0,0,0,0,0,0,0,0
1.740575,14.37193,-0.5031128,-0.07387577,-0.2412948,-0.9676359,左腕捩1,左腕,,,0.91,0.08999997,0,0,False,0,0,0,0,0,0,0,0,0
1.812577,14.48281,-0.512329,0.1315361,0.04087207,-0.9904685,左腕捩1,左腕,,,0.91,0.08999997,0,0,False,0,0,0,0,0,0,0,0,0
1.799103,14.1835,-0.4447497,-0.3216641,-0.50178,-0.8029627,左腕捩1,左腕捩2,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
1.676139,14.27271,-0.4515305,-0.2931322,-0.5155231,-0.8051767,左腕捩1,左腕,,,0.92,0.07999998,0,0,False,0,0,0,0,0,0,0,0,0
1.894395,14.11814,-0.4421808,-0.3358271,-0.5026859,-0.796572,左腕捩1,左腕捩2,,,0.58,0.42,0,0,False,0,0,0,0,0,0,0,0,0
1.850073,14.04989,-0.347506,-0.4853096,-0.7255305,-0.4879344,左腕捩1,左腕捩2,,,0.58,0.42,0,0,False,0,0,0,0,0,0,0,0,0
1.75464,14.11503,-0.3523533,-0.4793234,-0.724231,-0.4957201,左腕捩1,左腕捩2,,,0.79,0.21,0,0,False,0,0,0,0,0,0,0,0,0
1.631484,14.20395,-0.3610776,-0.4821964,-0.7201388,-0.4988855,左腕捩1,左腕,,,0.92,0.07999998,0,0,False,0,0,0,0,0,0,0,0,0
1.733733,14.08284,-0.2353896,-0.5583152,-0.8213853,-0.1166641,左腕捩1,左腕捩2,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
1.60989,14.1707,-0.2445517,-0.5797476,-0.8049449,-0.1263183,左腕捩1,左腕,,,0.92,0.07999998,0,0,False,0,0,0,0,0,0,0,0,0
1.82957,14.01832,-0.2290053,-0.5594517,-0.8219753,-0.106633,左腕捩1,左腕捩2,,,0.58,0.42,0,0,False,0,0,0,0,0,0,0,0,0
1.679914,14.58414,-0.5356259,0.2067459,-0.01483225,-0.9782823,左腕捩1,左腕,,,0.59,0.41,0,0,False,0,0,0,0,0,0,0,0,0
1.60877,14.47459,-0.5280008,-0.01147373,-0.2747268,-0.9614539,左腕捩1,左腕,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
1.47849,14.5827,-0.5610605,0.01867485,-0.3159862,-0.94858,左腕,左腕捩1,,,0.71,0.29,0,0,False,0,0,0,0,0,0,0,0,0
1.548376,14.69035,-0.5695767,0.2603638,-0.08343471,-0.9618988,左腕,左腕捩1,,,0.72,0.28,0,0,False,0,0,0,0,0,0,0,0,0
1.5454,14.377,-0.4777254,-0.2642029,-0.5321962,-0.8043409,左腕捩1,左腕,,,0.61,0.39,0,0,False,0,0,0,0,0,0,0,0,0
1.417201,14.48832,-0.5097851,-0.2637314,-0.5479346,-0.7938599,左腕,左腕捩1,,,0.71,0.29,0,0,False,0,0,0,0,0,0,0,0,0
2.100324,14.43524,-0.4740294,0.2296665,0.3838284,-0.8943875,左腕捩1,左腕捩2,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
2.061384,14.58738,-0.3927548,0.4130519,0.6027573,-0.6826944,左腕捩1,左腕捩2,,,0.83,0.17,0,0,False,0,0,0,0,0,0,0,0,0
